Id,Name,Category,Site,Link,Date,Author,Description
"12685","Imperial Round shield","Midgetalien","Fliggerty","*831","2013-04-21","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
- Imperial Round Shield"
"12684","Imperial Fur Armor","Midgetalien","Fliggerty","*826","2013-04-21","Midgetalien","This mod adds a new armor (fur imperial armor) for sale from the blacksmith at Fort frostmoth.
Its similar to Imperial Armor and matches the set.
The following armor parts are avalible:
- Fur Gauntlets
- Fur Curiass
- Fur Boots"
"12683","Imp creature resource","Midgetalien","Fliggerty","*389","2011-08-18","Midgetalien","This file contains the meshes and textures needed for an Imp creature.  It is intended as a modders resource, so as such the mesh isnt placed in the CS. You will have to set the meshe up in the CS and put it in game. "
"12682","Hobbit Weapons","Midgetalien","Fliggerty","*388","2011-08-18","Midgetalien","This adds to the game, in a barrel in seyda neen, new weapons inspired for hobbits!  - Throwable rocks! - A rolling pin "
"12681","Heavy Leather Gloves","Midgetalien","Fliggerty","*387","2011-08-18","Midgetalien","This mod adds a pair of heavy Leather Gloves to Morrowind they can be brought from Meldor, the armorer in Balmora"
"12680","Heartwood","Midgetalien","Fliggerty","*385","2011-08-18","Midgetalien","In standard morrowind it was near impossible to get the ingrediant \""heartwood\"" from spriggans (bloodmoon creature) This mod increases the chances of getting heart wood by lowering the requirements of the levelled lists."
"12679","Hagraven","Midgetalien","Fliggerty","*827","2013-04-21","Midgetalien","This pack contains the meshes needed to add a Hagraven to the game.
This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:

A Hagraven"
"12678","Guild Chests","Midgetalien","Fliggerty","*384","2011-08-18","Midgetalien","This mod adds the missing mages guild chest to caldera and also adds guild chests to the balmora, ald ruhn and sadrith mora theives guilds, which i thought should have been added. I have added items to the theives chests accordingly to things theives may find of use."
"12677","Graff the White Helm Replacer","Midgetalien","Fliggerty","*336","2011-08-14","Midgetalien","I've always felt the helm of Graff the white to be a little....common. I was expecting some sort of unique helm but instead it was a standard imperial helm.
This mod is a replacer for the Helm of Graff the White.
It replaces the mesh and texture for the helm.
Inspired by Khan raider and
grVult..."
"12676","Goris the Maggot King","Midgetalien","Fliggerty","*383","2011-08-18","Midgetalien","This Mod aims to be a repalcer as a sort, for the NPC Goris the Maggot King.
Goris is an Necromnacer in Morrowind, he is in Venim Ancestral Tomb.
HEre is what as been added to Goris/Changed:
- Given him a unique ""scary face""
- Changed the ebony staff he has to a skull ebony staff (thanks ..."
"12675","Gondor Banners","Midgetalien","Fliggerty","*382","2011-08-18","Midgetalien","This is a modders resource. As such only the meshes and textures are included. THERE IS NO ESP! Therefore you require the Construction set that came with morrowind in order to use the meshes and textures..."
"12674","Goblin Shaman","Midgetalien","Fliggerty","*381","2011-08-18","Midgetalien","This mod adds Goblin Shamans to the Mournhold Sewers via Levelled lists.  The Shaman is weaker than other goblins in terms of strength but they have a slightly higher health and have a few spells at their disposal."
"12673","Frost Atronachs on Solstheim","Midgetalien","Fliggerty","*380","2011-08-18","Midgetalien","THis mod adds frost atronach's to solsthiem. Just makes solsthiem seem more active rather than just wolves and boars!"
"12672","Fort Frostmoth Docks Enhanced","Midgetalien","Fliggerty","*379","2011-08-18","Midgetalien","This mod does two things:
1) adds more clutter and NPC's to the docks at Fort Frostmoth as well as a dock house (trader) in order
to make the docks seem more like froniter enviroment rather than an empty excuse for a dock.
2) Provides solsthiem with an enchanter. I found that there was no ..."
"12671","Fly Amantia","Midgetalien","Fliggerty","*814","2013-03-24","midgetalien","Fly Amantia adds the plant ""Fly Amantia"" From Oblivion/Skyrim to Morrowind.
A few have been placed around Pelagiad and Caldera.
The ingrediant has the following effects:
Restore Agility
Damage Strength
Restore Health
Resist Fire
see readme for more info"
"12670","Fire Staff","Midgetalien","Fliggerty","*989","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
- 1 fire staff"
"12669","Fire Katana","Midgetalien","Fliggerty","*981","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
It was made in 2006 for a dungeon crawl mod that never released.
It seems unfair to have this model sat on HD so here I am sharing it with you :)"
"12668","Enchanted Longsword","Midgetalien","Fliggerty","*986","2013-12-24","Midgetalien","One of my very first mods!
It was made as a request on the forums back in early 2006
The mod adds a blade to seyda neen tradehouse for sale.
The blade is a silver longsword with a resist magicka Constant effect on it.
Note: Recently found on an old file sharing site that modders used ""back ..."
"12667","Dwemer Staves","Midgetalien","Fliggerty","*378","2011-08-18","Midgetalien","I saw some c"
"12666","Dwemer Resources 1","Midgetalien","Fliggerty","*377","2011-08-18","Midgetalien","This resources contains the meshes needed for a Dwemer Lantern and a Dwemer bed ( that can be used ;))
ITs is a modders resource and only contains the meshes. As such nothing is placed in the CS.

YOU MUST set the meshes up in the CS and place them in game in order ot use these meshes."
"12665","Druid Alchemy","Midgetalien","Fliggerty","*376","2011-08-18","Midgetalien","This mod adds a book ""Druid Alchemy"" to korst wind-eye's house in Skaal.
The book lists some o the potions that can be made using ingrediants found on solsthiem. A handy guide to the budding Alchemist"
"12664","Drow Story Addon","Midgetalien","Fliggerty","*375","2011-08-18","Midgetalien","This mod makes Indwella, the drow from the mod a drow story, look more like a drow.
In a drow story she uses the dark elf textures/body parts but this mod
changes her to use the textures/body parts from drow city Denizens."
"12663","Drow Staff","Midgetalien","Fliggerty","*976","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
-2 drow staffs (1 purple and 1 red)"
"12662","Drow Helms","Midgetalien","Fliggerty","*975","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
-2 drow masks
- 1 Drow spider helm"
"12661","Drow Bows","Midgetalien","Fliggerty","*979","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
It contains the meshes and textures for 4 drow bows"
"12660","Drow Birthsigns","Midgetalien","Fliggerty","*374","2011-08-18","Midgetalien","This Mod adds Nine New Birthsigns to the game.
They were designed around Drow lore, but can be used for any race. Great for role playing a Drow.
The Nine Birthsigns are:
The Sign of Loth:
Abilties - Loths Will - Fortify Willpower 10, Fortify Mysticism 10, Fortify max magic 1.5
Powers -..."
"12659","Drow Armor Addon 2","Midgetalien","Fliggerty","*373","2011-08-18","Midgetalien","This Mod adds a Quiver and cape for sale in the blamora fighters guild. Its sold by a trader on the second floor of the balmora fighters guildRequires Drow Armor and Drow Armor Addon"
"12658","Drow Armor Addon","Midgetalien","Fliggerty","*372","2011-08-18","Midgetalien","This Mod adds Damiens Armor to the game world. Damiens armor is great,
but it was never placed in game. This Mod puts it in the morrowind game world.
I have also made 3 new armor pieces to match Damiens armor.
My new armor includes:
2 new Helms
1 New Curaiss

So as well as Damiens ..."
"12657","Drider","Midgetalien","Fliggerty","*370","2011-08-16","Midgetalien","This mod adds a new playable race called ""Drider"". Driders are a D&D race that have the upper body
of a Drow and the lower body of a spider.
The race has these Abilities:
Divinity: Night eye 10, resist Desiease 75, Resit Magicka 20%
Magicka bonus: X0.5
Spells:
Spiders Touch: Paral..."
"12656","Dragon priest Mask Resource","Midgetalien","Fliggerty","*982","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
Based on the helms from Skyrim - this pack contains my own ""vision"" of the
dragon priest masks. This is justa resource and nothing is placed in game."
"12655","Diablo Identify System","Midgetalien","Fliggerty","*369","2011-08-16","Midgetalien","This mod aims to bring identity to morrowind
This Mod adds the ability to identify items like you could in Diablo. The Mod adds Unidentified equipment to the game world - so far shortswords, Shields, Wands and rings are availble.
Using scripts the mod allows the player to identify an item that ..."
"12654","Demon Shield Resource","Midgetalien","Fliggerty","*368","2011-08-16","Midgetalien","This is a modders resource, as such nothing is placed in game.You must set up the shield in the CS
Background on the shield:
Now i know that no one cares but i putting this here anyway lol.The shield mesh/texture was created for the diablo identify system, sort of like a..."
"12653","Dark Plants","Midgetalien","Fliggerty","*977","2013-12-24","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource was made back in 2006 for a dungeon crawl mod.
as that mod was never finished it seems a bit unfair to sit on these models/textures
They a..."
"12652","Dark Brotherhood Armor Upgrades","Midgetalien","Fliggerty","*366","2011-08-16","Midgetalien","This Mod adds a new NPC to the basement of the smith in Caldera. He is behind the locked door ;)He will offer the player the chance to ""upgrade"" their Darkbrother Hood armor.This upgrade gives a 25% upgrade to health, value and Enchantment of the armor. There is alos a patch avalible here: [url=d..."
"12651","DArk Brotherhood Armor Upgrade Patch","Midgetalien","Fliggerty","*367","2011-08-16","Midgetalien","This is a patch for my Dark Brotherhood Armor Upgrade mod and as such requires that mod for this one to work This patch fixes a few dialgoue issuies: - fixed the issuie with the right gauntlet not being able to be upgraded.This was because the ""choice"" option pointed to the wrong variable- fixed ..."
"12650","Daedric Resource 6","Midgetalien","Fliggerty","*365","2011-08-16","Midgetalien","In this file are re-textured meshes to look and suit the deadric tile set.Included here are the meshesfor Daedric wells. Three meshes are included for a mana well, health well and fatigue well. I will get roundto uploading a script that can be used on these as well. It is intended as a modders re..."
"12649","Daedric Resource 5","Midgetalien","Fliggerty","*364","2011-08-16","Midgetalien","In this file are re-textured meshes to look and suit the deadric tile set.Included here are the meshesfor a Daedric Style Tower, door jamb and Door. All use stock textures.It is intended as a modders resource so as such the mesh isnt placed in the CS. You will have to set the meshe up in the CS a..."
"12648","Daedric Resource 4","Midgetalien","Fliggerty","*363","2011-08-16","Midgetalien",""
"12647","Daedric Resource 3","Midgetalien","Fliggerty","*362","2011-08-16","Midgetalien","In this file are re-textured meshes to look and suit the deadric tile set.Included here are mostly Miscitems, such as plates and cups. Also included is an altar. It is intended as a modders resource so as such the mesh isnt placed in the CS. You will have to set the meshe up in the CS andput it i..."
"12646","Daedric Resource 2","Midgetalien","Fliggerty","*361","2011-08-16","Midgetalien","In this file are re-textured meshes to look and suit the deadric tile set.Included here are bridgeparts and ledges. It is intended as a moddersresource, so as such the mesh isnt placed in the CS. You will have to set the meshe up in the CS andput it in game.It is a modders resource do with as you..."
"12645","Daedric Resource 1","Midgetalien","Fliggerty","*360","2011-08-16","Midgetalien","This mesh is a re-textered lamp to look and suit the deadric tile set. It is intended as a moddersresource, so as such the mesh isnt placed in the CS. You will have to set the meshe up in the CS and put it in game.It is a modders resource do with as you wish. Credit is nice."
"12644","Coloured Skeletons","Midgetalien","Fliggerty","*988","2013-12-24","Midgetalien, Meridion/Ascension","Contains retextured skeletons in three colours: red, green and blue.
Made for a dungeon mod back in 2006 that never was finished it seems
a shame to keep them hidden away."
"12643","Coloured Rats","Midgetalien","Fliggerty","*987","2013-12-24","Midgetalien, Meridion/Ascension","Contains retextured rats in three colours: red, green and blue.
MAde for a dungeon mod back in 2006 that never was finished it seems
a shame to keep them hidden away."
"12642","Chicken Nest","Midgetalien","Fliggerty","*825","2013-04-21","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
- Chicken nest with egg
- two types of Chicken nests without egg"
"12641","Character Begin More Items","Midgetalien","Fliggerty","*359","2011-08-16","Midgetalien","This mod is a merge of my two mods, ""chargen begin dagger replacer"" and ""census and exercise office expanded""

This mod adds an extra room to the cenus and excerise office in seyda neen. Feeling that the chargen creation didnt cater for all character types to help them in the big bad world of m..."
"12640","Centurion Archers on Morrowind","Midgetalien","Fliggerty","*358","2011-08-16","Midgetalien","From the Readme:adds centurion archers from tribunal into morrowind dwemer ruins via the leveled lists."
"12639","Caius Constant Effect Items","Midgetalien","Fliggerty","*357","2011-08-15","Midgetalien","This mod just makes the enchanments on the pants shirt and ring that caius gives you in the MQ to constent effect.It always bothered me that you getlittle in the way of rewards from him during the main quest.then the last quest that he gives you he gives you some pretty boring and standard enchan..."
"12638","Breton Head Pack","Midgetalien","Fliggerty","*356","2011-08-15","Midgetalien","This mod adds 5 new heads to the game for the Breton Race.You can select the heads from the race menu for Bretons."
"12637","Bracers of BLinding Strike","Midgetalien","Fliggerty","*340","2011-08-14","Midgetalien","Inspired by the legacy of the drow books, this mod is a tribute to those novels. The bracers are described as incrasing the speed and agility of attacks and increase the success of deadly strikesthat the wearer might make in battle.
Famously owned by Drizzt the Drow the bracers fortify agility ..."
"12636","Book Casting","Midgetalien","Fliggerty","*355","2011-08-15","Midgetalien","
WHAT THIS MOD DOES:

Adds a book to the CS that can be carried like a light in front of the player
and adds fireballs to the players inventory while equipped, giving the feel
of casting spells from..."
"12635","BOBS Pick 'n' Mix","Midgetalien","Fliggerty","*353","2011-08-15","Midgetalien",""
"12634","BOBs MCA 5.1 version","Midgetalien","Fliggerty","*354","2011-08-15","Midgetalien",""
"12633","Blue Heather","Midgetalien","Fliggerty","*833","2013-04-21","Midgetalien","This is a resource pack for Morrowind. As such it has no esp. You must set up the items in the CS and then place in game to make use of them.
This resource contains the meshes and textures for the following:
- Blue Heather
- Blue Heather ingrediant
This resource was made for a mod, set on sol..."
"12632","BipolarBlade","Midgetalien","Fliggerty","*352","2011-08-15","Midgetalien",""
"12631","Berserker Potions","Midgetalien","Fliggerty","*351","2011-08-15","Midgetalien",""
"12630","Ayleid Weapons 1","Midgetalien","Fliggerty","*348","2011-08-15","Midgetalien",""
"12629","Ayleid Hair Extras and Tattoo's","Midgetalien","Fliggerty","*350","2011-08-15","Midgetalien","This mod Adds 14 new female and 1 new male hairstyle for the AYleid race created by Lochnarus. This mod also adds 5 new faces (4 female and 1 male) It also provides vampire faces for both female and male There is also an option to give the Ayleid Race tatoo's. ( see section 3 on instaling and usin..."
"12628","Ashlander Travel","Midgetalien","Fliggerty","*347","2011-08-15","Midgetalien",""
"12627","Ashes to Ashes","Midgetalien","Fliggerty","*346","2011-08-15","Midgetalien",""
"12626","Armor of the Dead","Midgetalien","Fliggerty","*345","2011-08-15","Midgetalien","This mod adds Nordic helm, Gauntlets and boots to levelled lists on the bloodmoon creature ""Draughr"". The Draughr creature wears a helm, boots and gauntlets so it made sense that it was possibleto loot these items. There is a small chance that you wont loot any aswell."
"12625","Argonian Village Expanded","Midgetalien","Fliggerty","*344","2011-08-15","Midgetalien",""
"12624","Arctic Steel","Midgetalien","Fliggerty","*899","2013-09-17","Midgetalien","This plugin is two-fold in its purpose:
1)Adding a new armor for the Raven rock guards
2)Adding a new Cold-climate armor
This mod adds a new set of armor, Arctic Steel, made from steel and fur, for sale from the Raven Rock Smith/trader.
There is also a long sword avalible, along with a shield...."
"12623","Archer Prongs","Midgetalien","Fliggerty","*343","2011-08-15","Midgetalien",""
"12622","Angelic Shield Resource","Midgetalien","Fliggerty","*342","2011-08-15","Midgetalien",""
"12621","Alchemist Formula","Midgetalien","Fliggerty","*341","2011-08-15","Midgetalien","This mod is intended to allow the player gain in game Alchemists knowledge.
 By this i mean it allows for the player to aquire texts that are ingame about alchemy.
 This mod does two things:
 -When the player completes the Aijaras ""stolen Reports"" quests, if they talk to her her again about s..."
"12620","Skullcrusher Skin","Resources","MMH","55-8086","2002-06-18","Dekkon & Nomad_17",""
"12619","Free Model Set #2","Resources","MMH","55-8340","2002-08-13","coodiak","A model of a carrying bag slung over the right shoulder. Uses up the right pauldron armor space. More for effect and Npc appearance."
"12618","Missing Wall Piece","Resources","MMH","55-8527","2002-11-15","Beardo","Here is a missing static wall piece NIF(common stone theme) uses stock tex Install instructions and full credit in readme"
"12617","TF_7 New Tapestries","Resources","MMH","55-8542","2002-11-18","TextureFreak","This one adds 7 new textures for the common tapestries.  They are more classic this time. I hope you like it."
"12616","Bloodpool","Resources","MMH","55-8786","2003-04-07","Lord Gabryael","Simply retextures the muck pond into a blood pool, so that you can make ponds, pools, and even waterfalls of dark red blood. The models are NOT used in a mod, but are here to be used by others."
"12615","Sylvan Houses","Resources","MMH","55-8079","2003-08-08","Soulshade","This is a set of 5 Sylvan house models, complete with interiors. The sizes range from a small hut to a large manor.      "
"12614","TF_Fireplace Replacer","Resources","MMH","55-7797","2003-09-22","TextureFreak","This mod replaces most of the in nord_fireplaces with four retextured versions. You can find these retextured version in Caldera, Dagon Fel, Pelagiad and Seyda Neen. I will update this mod in the future and fix all standard MW houses that do have chimneys but mysteriously don't have a fireplace i..."
"12613","Dracus' Mortar & Pestle Model","Resources","MMH","55-7833","2003-09-29","Dracus Dragani","Included here is an orginal mortar and pestle model for use in mods along with an icon file for use as an item. If you want to see what it looks like then go to my website:  Morrowind Dimensions http://phobos.ramapo.edu/~fzazulka/misc.htm"
"12612","Dracus' Tree Model Pack","Resources","MMH","55-7830","2003-09-29","Dracus Dragani","Included here are 3 original tree models for use in mods - all one style of tree with 3 variations.     These trees were originally made for a tree replace mod that I was working on but it never got finished, so these are the models that I have left from it. If you want to..."
"12611","Dracus' Umbrella Model Pack","Resources","MMH","55-7822","2003-09-29","Dracus Dragani","Included here are 4 umbrella models with 2 styles...a common style and a beach style umbrella. Each style has both an open and a folded umbrella model    I originally created these models for a mod that made NPCs equip an umbrella when it rains, doing this by making the op..."
"12610","Retextured Halberd","Resources","MMH","55-7909","2003-10-15","Cid88","A modders resource to be used in any mod, as long as you give me credit. A nicely retextured halberd."
"12609","Retextured Warhammer","Resources","MMH","55-7908","2003-10-15","Cid88","Just a retextured warhammer for a modder's use. You can use it in your mod, as long as you give me credit.  "
"12608","Oriental Blade and Saber","Resources","MMH","55-7902","2003-10-15","Cid88","Two retextured weapons, an Oriental Blade, and a duel saber intended for modders only. You can use it in a mod and publish it, as long as you give me credit."
"12607","Ceremonial Blade Texture","Resources","MMH","55-7896","2003-10-15","Cid88","Simply a retextured weapon with very nice details. Can be used as a sword or a dagger, depending on the modder's choice.     Note: This is a modder's resource, not a mod. You'll have to insert it into a mod yourself. You can use it in any mod, as long as you gi..."
"12606","TF_Sand Land Textures","Resources","MMH","55-9341","2004-03-14","TextureFreak","I've had these 6 sand land textures sitting on my harddisk for way too long so now I finally found the time to edit them and make them ready for departure. The textures are 256 x 256 in size and I edited them a long time ago when I had a much slower system so they are somewhat l..."
"12605","Tolkar Dai-katana","Resources","MMH","55-9411","2004-03-29","Tolkar","New retextured Dai-katana, it's in the vicinity of Wayn at Balmora Fighters Guild. This is one of my first plugins, enjoy.   This plugin can be used by any modders in their mod, just give me credit.   "
"12604","TF_Velothi Tileset update","Resources","MMH","55-7589","2004-05-30","TextureFreak","This little update replaces the texture TF_wall_V01.dds from the TF_velothi_tileset mod  (01) with a better tiling texture.     Texture has been improved by Kiriel. For more info please read the readme file included with the update."
"12603","The Imperial Meshes Pack","Resources","MMH","https://drive.google.com/file/d/1YGny9caw46DseFal3OC30V0UlNTQJvC6/view?usp=drive_link","2004-07-07","Alcar","Here are some meshes in imperial style. This pack adds 51 new meshes for imperial castles like a drawbridge(with script and lever), interior and exterior windows, interior stair, exterior illuminated windows and some other interesting meshes.    There are some examples in ..."
"12602","Cultist Resource Pack","Resources","MMH","55-7720","2004-07-11","Astion","This is a simple package that contains my first retextures for Morrowind. 1 Retextured Morag Tong robe (Black, silver and blue jewels) 1 Retextured Daedric Crescent (Darker blade, red silhouette symbol on hilt 1 Retextured Templar Pauldron mes..."
"12601","The Daedric Statue Replacer Pack","Resources","MMH","55-9642","2004-08-01","Astion","This plugin will replace the meshes and textures of all the Daedric statues in the game. In addition, the eyes of the ""Talker"" statues are now glowmapped with unique colours for that eerie sense of supernatural presence.     There are three different styles of statue: Gold..."
"12600","NPC Spelling List","Resources","MMH","55-9678","2004-08-22","Vysion","This mod is my first  - and it is not even a mod.  Instead it is a spelling list I culled from a file sent to me by Om on the elderscrolls.com forums.    Of course, the text itself is from Bethesda. All I did was take the NPC master list and shrink it down to hav..."
"12599","Flora additions v1.01","Resources","MMH","55-9760","2004-09-05","Greybeard","There is not enough beauty in Morrowind! At least not enough for modders, eh? Well, to help to alleviate that problem, I've added variations of a number of Bethesda's plants. Where there was one variation each of flora_plant_01 ... _04, there are now 5 or six. There are also quite a few variation..."
"12598","Crom's Blade","Resources","MMH","55-9833","2004-09-29","Schwaa","I made this sword for a Thief mission I made, and thought others might like it as well.  Please see readme for install how-to, as it is a modder's resource, not in the game at present and needs to be added to the CS"
"12597","Wooden Armor Mannequins Resource","Resources","MMH","55-7907","2004-12-06","ReflectioN","Every now and then a question comes up on the Elderscrolls Forums about wooden armor mannequins and how to make them. I've created this little resource mod to enable people to make their own wooden armor mannequins. This mod is just a modder's resource. It contains no esp fi..."
"12596","Simple Mannequins v1.3","Resources","MMH","55-8114","2005-02-01","Bell-chan","This plugin adds placeable mannequins for use in your own mods. There are male and female mannequins for each race and a practice dummy. The mannequins can be found under the NPCs with the IDs ""bc_mannequin_[race]_[gender]"" and the inventory items are under the Misc Items with IDs..."
"12595","Coil of Rope","Resources","MMH","55-9562","2005-02-06","Stabbey_the_Clown","It doesn't do anything. It adds a miscellaneous item, a pickupable coil of rope to the game. It has no purpose. It is a resource for modders only."
"12594","Realistic Grass","Resources","MMH","55-9747","2005-03-29","Geonox","This is the animated and static version of the grass models. The grass will move ingame however tga/transparat textures and animated textures will slow the game down. If you have trouble viewing Balmora I suggest you use the non animated [static] version.   This is a modders re..."
"12593","Creepy Voices","Resources","MMH","55-7591","2005-03-29","Moosa","It's just some new sounds I recorded them with my voice for modders to use to add some new sounds to creatures they create or for the others.    Has 4 folders and every one has three sounds similiar to each other. 1 of them looks like a skeleton or an ancestral ghost."
"12592","Transparency Test","Resources","MMH","55-9401","2005-04-21","RX31","I created this mod to demonstrate the many transparency settings which are available for the Tes Shader, Transparency Modes, Advanced in the TesExporter. I?ve made this pretty much for my own purpose to find just the right transparency.    Morrowind is all that is required..."
"12591","Dwemer Vertical Shaft Meshes","Resources","MMH","55-9162","2005-05-01","pianomanDylan","Dwemer style meshes, meant for vertical movement. (hence the name vertical shaft). Very small files, Includes shaft, shaft extrude, top, endcap, platform, and every combination of exit style for the extrude (1, 2A, 2L, 3, 4). Total of 10 meshes ."
"12590","Smighter","Resources","MMH","55-9008","2005-05-16","Ivan Arnochik","The mod contains 5 files: 4 textures ""*.bmp"" and one ""*.nif"" file called ""Smighter"". There is nothing special about the file, simply model and textures for a new weapon."
"12589","The Arched tile set","Resources","MMH","55-8659","2005-05-19","Oom Fooyat","This is a basic indoor tile set with tiles for hallways and ?single hight? rooms. The set is based on arched ceilings and smooth walls with a border. This releas is a set of nif-files only."
"12588","Dwemer Platform Pack","Resources","MMH","55-8432","2005-05-19","pianomanDylan","All dwemer textures, there are 6 meshes: 512 platform, 256 platform,beam, 512 beam, a beam clamp, and a pipe-column. They are all highly compatible with each other, and I had fun playing with them when I finished. And like the last meshes I made, the file is so small it would b..."
"12587","Rays of Light","Resources","MMH","55-8307","2005-05-22","Qarl","new meshes for modders. 3 styles of 5 colors of light rays. Glow-mapped. No collision. Not placed in game."
"12586","Silver Katana","Resources","MMH","55-9302","2005-05-28","VagabondAngel","This is primarily intended as a resource but includes the .esp I use for my own game, which adds the new mesh (Hissyo mesh with more traditional tsuka) as a Silver Katana to levelled lists. One is also for sale at Alusaron's - one of the smith's in Vivec Foreign Quarter."
"12585","Pearl Light Resource","Resources","MMH","55-9888","2005-06-02","Redguard_Slayer","This is a Modders Resource, meaning that it can be used in whatever way you wish, place it in you mod, retexture it, whatever. All I ask is that you give me credit for the mesh if you release your work.    The Pearl is glowmapped, and has been positioned so that it can be ..."
"12584","Sword and Sheath","Resources","MMH","55-9739","2005-06-13","E1team","This is another version of the sheath and sword I meshed recently. Only now I have added a serpent blade and made some retexturing.    This plugin includes meshes of a sheath and a sword. I made an esp file but it doesn't add the sheath and sword to the game it's m..."
"12583","Archer Tapestries","Resources","MMH","55-9979","2005-06-27","Craigor","Only textures included in this. Textures are 256x512 and should work with your standard tapestry mesh or any other vertical hanging meshes. Feel free to use these textures in any mod you wish. If you do use them in a released mod, just add me to your credits or something. Enjoy!"
"12582","Legato's Akaviri Resource Pack","Resources","MMH","55-9969","2005-07-01","Legato",""
"12581","Sword of Kahless v1.0","Resources","MMH","55-9768","2005-07-02","Jerothac","This mod adds the Sword of Kahless to the construction set. I did not make this mod, and if Katana3DG shows back up, then I will take it down. A really excellent version of the Bat'leth from 'Star Trek'"
"12580","All stronghold non-equipping transport ring","Resources","MMH","55-10055","2005-07-13","Torch654","After you get your stronghold started go to the shabby bedroll in the census office in Seyda Neen. The ring will be in the small chest over the bedroll. When equipped a message box asks which stronghold you want to go to, when you pick one the ring go's back in your inventory wi..."
"12579","Clothing Change","Resources","MMH","55-9940","2005-07-25","Geofizz"," A modders resource consisting of several scripts allowing an NPCs or mannequins clothes/armor to be changed on the fly by a player in game."
"12578","Katana3DG's Fang of Baelin","Resources","MMH","55-9619","2005-07-29","Jerothac","The Fang of Baelin is another creation of Master Weaponsmith Kit Rae. I have altered the design slightly to make it look more useful in the game.    Note:  I have not yet figured out how to link a different animation to the use of this weapon, so the standard a..."
"12577","Psychedelic Mushrooms v1.0","Resources","MMH","55-9640","2005-08-09","Qarl"," sizes of 3 different mushroom shapes for a total of 9 meshes. They're alpha channel enable (translucent) and glow mapped (glowy)."
"12576","TF_Bead Curtains","Resources","MMH","55-10076","2005-08-11","TextureFreak","This small modders resource includes 3 different bead curtain styles. Each of these 3 styles have 2 different models.    There is one style fit for the bigger halls, one for the common doorway and one for the common windows. The models have no collision detection meaning t..."
"12575","Daedric Scimitar","Resources","MMH","55-10120","2005-08-31","JediKnight","The mod adds the Daedric Scimtar to the usual Dremora Lord and Golden Saint leveled item lists. The weapon is unenchanted, but there is also an enchanted one you can find near one of Malacaths statues. This is a noncheat mod; my first fully-functional, actually. It oughtta fill your..."
"12574","Blank Level List","Resources","MMH","55-10133","2005-09-21","TrevorDemented","This is a set of ESPs that have blank level lists or level list that are set for creatures or NPCs to  spawn at a certain level. The totally blank level list spawn at level zero and in the ESPs name you tell what level setting is for spawning enemies.    This is the b..."
"12573","Imperial Style Museum Displays","Resources","MMH","55-10140","2005-09-25","Heremod Production","This is not a mod, only a modders resource. This adds new textures for two static objects in Tribunal add-on:  Furn_museum_display_01 and - Furn_museum_display_02, located in cell Mournhold, Museum of Artifacts.    Textures are designed to be used w..."
"12572","Clothing mesh collection for BB\, Male coat add-on","Resources","MMH","55-10153","2005-09-27","NioLiv","This is an add-on for my previously released clothing mesh collection for Better Bodies. The pack contains two variations of a plain coat and a shirt in the same style, which can be worn underneath the coats. All meshes are suited for male characters only.    All models co..."
"12571","Stone Animal Statues","Resources","MMH","55-10158","2005-09-28","dongle","Three of the Bloodmoon animals ? Bear, Boar, and Wolf ? re-realized as stone statues. Nice decorations for any rustic home. The wolf is available in three poses.    This is a pack of models only, no playable mod is included."
"12570","Printing Press","Resources","MMH","55-10152","2005-09-28","dongle","An antique style letterpress. Mass-produced books are found all over Morrowind, even a newspaper publisher in Mournhold, yet you never see a printing press? No more.    This is a model only, no playable mod is included"
"12569","Druids Staff","Resources","MMH","55-10148","2005-09-28","dongle","A mystical staff. Partly natural growth, partly formed by magics. Only the most powerful of Druids could hope to wield one. Some of the staffs have been empowered with growing leaves, some with tree-pods, look closely and one can behold the life force pulsing within..."
"12568","Chinese Junk","Resources","MMH","55-10104","2005-09-28","dongle","A basic model of a Chinese Junk sailing ship. One exterior, and one interior, model are included. Lower polygon count than my Galeon model, but not as detailed.    This is a pack of models only, no playable mod is included."
